name,domain,segment,mass_kg,power_density_w_per_kg,luminosity_w,mdot_kg_s,mass_msun,radius_m,eta,track,phi_source,mass_kg_err,power_density_w_per_kg_lo,power_density_w_per_kg_hi,reference,data_source
3.78,biology,Multicellular,17.4,3.47,60.3,,,,,,tabulated_erd,,,,,van Duin (2024)
5.31,biology,Multicellular,21.7,3.38,73.5,,,,,,tabulated_erd,,,,,van Duin (2024)
7.25,biology,Multicellular,25.7,3.24,83.3,,,,,,tabulated_erd,,,,,van Duin (2024)
9.14,biology,Multicellular,35.8,2.76,98.8,,,,,,tabulated_erd,,,,,van Duin (2024)
11.01,biology,Multicellular,44.9,2.41,108.0,,,,,,tabulated_erd,,,,,van Duin (2024)
14.53,biology,Multicellular,61.7,2.29,141.0,,,,,,tabulated_erd,,,,,van Duin (2024)
18.37,biology,Multicellular,74.4,2.18,162.0,,,,,,tabulated_erd,,,,,van Duin (2024)
23.48,biology,Multicellular,76.4,2.1,161.0,,,,,,tabulated_erd,,,,,van Duin (2024)
28.05,biology,Multicellular,78.6,1.95,153.0,,,,,,tabulated_erd,,,,,van Duin (2024)
32.88,biology,Multicellular,79.1,1.87,148.0,,,,,,tabulated_erd,,,,,van Duin (2024)
38.01,biology,Multicellular,81.6,1.83,149.0,,,,,,tabulated_erd,,,,,van Duin (2024)
42.92,biology,Multicellular,82.1,1.79,147.0,,,,,,tabulated_erd,,,,,van Duin (2024)
47.76,biology,Multicellular,83.7,1.76,148.0,,,,,,tabulated_erd,,,,,van Duin (2024)
52.59,biology,Multicellular,88.4,1.66,147.0,,,,,,tabulated_erd,,,,,van Duin (2024)
57.76,biology,Multicellular,87.5,1.75,154.0,,,,,,tabulated_erd,,,,,van Duin (2024)
63.16,biology,Multicellular,82.3,1.7,140.0,,,,,,tabulated_erd,,,,,van Duin (2024)
67.98,biology,Multicellular,78.5,1.6,126.0,,,,,,tabulated_erd,,,,,van Duin (2024)
75.4,biology,Multicellular,77.2,1.52,118.0,,,,,,tabulated_erd,,,,,van Duin (2024)
84.2,biology,Multicellular,72.8,1.38,101.0,,,,,,tabulated_erd,,,,,van Duin (2024)
94,biology,Multicellular,62.6,1.41,88.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Pan,biology,Multicellular,46.4,1.8,83.3,,,,,,tabulated_erd,,,,"H. Pontzer et al., “Metabolic acceleration and the evolution of human”, Nature, 533 (2016) 390.",van Duin (2024)
nan,biology,Multicellular,57.9,1.79,104.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Gorilla,biology,Multicellular,73.7,1.33,98.2,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,166.0,1.06,176.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Pongo,biology,Multicellular,58.2,1.23,71.4,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,76.7,1.02,78.2,,,,,,tabulated_erd,,,,,van Duin (2024)
Homo,biology,Multicellular,73.8,1.44,106.0,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,80.1,1.64,132.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Neanderthals: BMR,biology,Multicellular,65.3,1.08,70.5,,,,,,tabulated_erd,,,,"S.J. Venner, “A New Estimate for Neanderthal Energy Expenditure”, PhD thesis, City University of New York (2018).",van Duin (2024)
nan,biology,Multicellular,77.5,1.16,90.2,,,,,,tabulated_erd,,,,,van Duin (2024)
Neanderthals: TEE (200 CPM/LFF),biology,Multicellular,65.3,2.1,137.0,,,,,,tabulated_erd,,,,"S.J. Venner, “A New Estimate for Neanderthal Energy Expenditure”, PhD thesis, City University of New York (2018).",van Duin (2024)
nan,biology,Multicellular,77.5,2.04,158.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Neanderthals: TEE (650 CPM/LFF),biology,Multicellular,65.3,2.22,145.0,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,77.5,2.3,178.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Neanderthals: TEE (200 CPM/HFF),biology,Multicellular,65.3,2.47,161.0,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,77.5,2.35,182.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Neanderthals: TEE (650 CPM/HFF),biology,Multicellular,65.3,2.58,169.0,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,77.5,2.61,202.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Neanderthals: cold climate,biology,Multicellular,67.3,2.29,154.0,,,,,,tabulated_erd,,,,"A.W. Froehle and S.E. Churchill, “Energetic Competition Between Neandertals and Anatomically Modern Humans”, PaleoAnthropology (2009) 96.",van Duin (2024)
nan,biology,Multicellular,80.2,2.84,228.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Neanderthals: temperate climate,biology,Multicellular,66.1,1.76,117.0,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,75.8,2.2,166.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Neanderthals: warm climate,biology,Multicellular,75.3,2.15,162.0,,,,,,tabulated_erd,,,,,van Duin (2024)
anatomically modern humans: cold climate,biology,Multicellular,60.3,2.48,149.0,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,70.4,3.03,214.0,,,,,,tabulated_erd,,,,,van Duin (2024)
anatomically modern humans: temperate climate,biology,Multicellular,55.7,1.96,109.0,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,66.0,2.32,153.0,,,,,,tabulated_erd,,,,,van Duin (2024)
anatomically modern humans: warm climate,biology,Multicellular,62.3,1.78,111.0,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,68.0,2.23,152.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Hadza,biology,Multicellular,43.4,2.09,90.8,,,,,,tabulated_erd,,,,"H. Pontzer et al., “Hunter-gatherer energetics and human obesity”, PLoS One, 7 (2012) e40503.",van Duin (2024)
nan,biology,Multicellular,50.9,2.52,128.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Bolivian farmer,biology,Multicellular,48.1,2.48,119.0,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,54.7,2.53,138.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Western,biology,Multicellular,74.4,1.53,114.0,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,81.0,1.82,148.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Homo heidelbergiensis BMR,biology,Multicellular,60.4,1.08,65.3,,,,,,tabulated_erd,,,,"A.W. Froehle et al., “Energetics and modern humans”, in “The origins of modern humans”, F.H. Smith and J.C.M. Ahren (Eds.), John Wiley & Sons (2013) ch. 8. ",van Duin (2024)
nan,biology,Multicellular,79.3,1.11,87.8,,,,,,tabulated_erd,,,,,van Duin (2024)
Homo neanderthalis BMR,biology,Multicellular,66.6,1.04,69.2,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,76.9,1.12,85.9,,,,,,tabulated_erd,,,,,van Duin (2024)
Homo sapiens: 98 to 90 kya: BMR,biology,Multicellular,63.2,1.19,75.5,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,69.0,1.16,79.8,,,,,,tabulated_erd,,,,,van Duin (2024)
Homo sapiens: 33 to 20 kya: BMR,biology,Multicellular,59.6,1.09,64.8,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,69.2,1.15,79.9,,,,,,tabulated_erd,,,,,van Duin (2024)
Homo sapiens: 20 to 10 kya: BMR,biology,Multicellular,58.0,1.1,63.8,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,66.5,1.17,77.8,,,,,,tabulated_erd,,,,,van Duin (2024)
Australopitecus afarensis,biology,Multicellular,29.3,1.71,50.1,,,,,,tabulated_erd,,,,"K.L. Steudel-Numbers, “Energetics in Homo erectus and other early hominins: The consequences of increased lower-limb length”, J. Hum. Evol., 51 (2006) 445.",van Duin (2024)
nan,biology,Multicellular,44.6,1.55,69.2,,,,,,tabulated_erd,,,,,van Duin (2024)
Australopitecus africanus,biology,Multicellular,30.2,1.7,51.3,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,40.8,1.58,64.6,,,,,,tabulated_erd,,,,,van Duin (2024)
Australopitecus robustus,biology,Multicellular,31.9,1.68,53.5,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,40.2,1.59,63.9,,,,,,tabulated_erd,,,,,van Duin (2024)
Australopitecus boisei,biology,Multicellular,34.0,1.65,56.2,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,48.6,1.52,73.9,,,,,,tabulated_erd,,,,,van Duin (2024)
early Homo,biology,Multicellular,49.6,1.82,90.2,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,57.0,2.02,115.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Homo erectus,biology,Multicellular,52.3,1.77,92.4,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,63.0,1.74,110.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Australopitecus afarensis,biology,Multicellular,37.1,1.44,53.2,,,,,,tabulated_erd,,,,"W.L. Leonard and M.L. Robertson, “Nutritional Requirements and Human Evolution: A Bioenergetics Model”, Am. J. Hum. Biol., 4 (1992) 179.",van Duin (2024)
Australopitecus africanus,biology,Multicellular,35.3,1.45,51.3,,,,,,tabulated_erd,,,,,van Duin (2024)
Australopitecus robustus/boisei,biology,Multicellular,44.4,1.38,61.1,,,,,,tabulated_erd,,,,,van Duin (2024)
Homo habilis,biology,Multicellular,48.0,1.35,64.8,,,,,,tabulated_erd,,,,,van Duin (2024)
Homo erectus,biology,Multicellular,53.0,1.32,70.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Homo sapiens (early),biology,Multicellular,57.0,1.3,73.9,,,,,,tabulated_erd,,,,,van Duin (2024)
Australopitecus afarensis,biology,Multicellular,37.1,2.31,85.6,,,,,,tabulated_erd,,,,"W.L. Leonard and M.L. Robertson, “Nutritional Requirements and Human Evolution: A Bioenergetics Model”, Am. J. Hum. Biol., 4 (1992) 179.",van Duin (2024)
Australopitecus africanus,biology,Multicellular,35.3,2.33,82.4,,,,,,tabulated_erd,,,,,van Duin (2024)
Australopitecus robustus/boisei,biology,Multicellular,44.4,2.21,98.3,,,,,,tabulated_erd,,,,,van Duin (2024)
Homo habilis,biology,Multicellular,48.0,2.23,107.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Homo erectus,biology,Multicellular,53.0,2.38,126.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Homo sapiens (early),biology,Multicellular,57.0,2.35,134.0,,,,,,tabulated_erd,,,,,van Duin (2024)
Meleagris gallopavo,biology,Multicellular,4.78,1090.0,5210.0,,,,,,tabulated_erd,,,,"A.M. Makarieva, V.G. Gorshkov and B-L. Li, “Energetics of the smallest: Do bacteria breathe at the same rate as whale ?”, Proc. R. Soc. B, 272 (2005) 2219",van Duin (2024)
nan,biology,Multicellular,1.0,870.0,870.0,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.92,1600.0,1470.0,,,,,,tabulated_erd,,,,,van Duin (2024)
nan,biology,Multicellular,0.783,985.0,771.0,,,,,,tabulated_erd,,,,  ,van Duin (2024)
nan,biology,Multicellular,0.492,1430.0,704.0,,,,,,tabulated_erd,,,, ,van Duin (2024)
nan,biology,Multicellular,0.307,1030.0,317.0,,,,,,tabulated_erd,,,,,van Duin (2024)
